HourUTC;HourDK;PriceArea;TotalLoad;OnshoreWindPower;OffshoreWindPower;ExchangeContinent;ExchangeGreatBelt;ExchangeNordicCountries
06-06-19 05.00;06-06-19 07.00;DK1;2438.82;644.72;617.38;77.00;-305.00;855.00
06-06-19 06.00;06-06-19 08.00;DK1;2546.08;645.98;456.79;579.00;-517.00;847.00
06-06-19 07.00;06-06-19 09.00;DK1;2691.93;720.78;433.42;-39.00;-366.00;1125.00
06-06-19 08.00;06-06-19 10.00;DK1;2827.01;798.44;496.62;-13.00;-366.00;895.00
06-06-19 09.00;06-06-19 11.00;DK1;2860.75;848.01;665.05;-137.00;-407.00;839.00
06-06-19 10.00;06-06-19 12.00;DK1;2790.65;1195.75;657.94;-272.00;-352.00;571.00
06-06-19 11.00;06-06-19 13.00;DK1;2819.93;1186.00;599.62;-163.00;-441.00;864.00
06-06-19 12.00;06-06-19 14.00;DK1;2786.94;1439.02;414.09;-125.00;-503.00;777.00
06-06-19 13.00;06-06-19 15.00;DK1;2669.93;1159.66;395.41;131.00;-371.00;545.00
06-06-19 14.00;06-06-19 16.00;DK1;2575.10;836.10;340.31;384.00;-410.00;689.00
06-06-19 15.00;06-06-19 17.00;DK1;2687.65;567.65;374.62;512.00;-555.00;1093.00
06-06-19 16.00;06-06-19 18.00;DK1;2612.99;548.08;365.35;90.00;-298.00;1383.00
06-06-19 17.00;06-06-19 19.00;DK1;2497.27;788.37;559.21;-771.00;-210.00;1729.00
06-06-19 18.00;06-06-19 20.00;DK1;2356.70;827.93;471.95;-563.00;-200.00;1437.00
06-06-19 19.00;06-06-19 21.00;DK1;2227.94;790.59;423.41;-700.00;-183.00;1585.00
06-06-19 20.00;06-06-19 22.00;DK1;2104.68;715.91;251.19;-499.00;-178.00;1546.00
06-06-19 21.00;06-06-19 23.00;DK1;1927.32;560.50;172.64;-519.00;-58.00;1455.00
06-06-19 22.00;07-06-19 00.00;DK1;1815.83;455.12;180.51;-689.00;51.00;1548.00
06-06-19 23.00;07-06-19 01.00;DK1;1753.99;408.45;311.50;-725.00;83.00;1536.00
07-06-19 00.00;07-06-19 02.00;DK1;1718.57;425.69;327.45;-671.00;45.00;1402.00
07-06-19 01.00;07-06-19 03.00;DK1;1728.71;371.66;340.57;-700.00;-37.00;1551.00
07-06-19 02.00;07-06-19 04.00;DK1;1740.77;309.47;336.06;-671.00;-58.00;1694.00
07-06-19 03.00;07-06-19 05.00;DK1;1844.71;244.87;273.83;-517.00;-71.00;1689.00
07-06-19 04.00;07-06-19 06.00;DK1;2162.49;186.82;214.56;-42.00;-88.00;1592.00
07-06-19 05.00;07-06-19 07.00;DK1;2513.78;150.10;108.81;351.00;-1.00;1484.00
07-06-19 06.00;07-06-19 08.00;DK1;2667.39;119.57;108.94;448.00;1.00;1536.00
07-06-19 07.00;07-06-19 09.00;DK1;2697.37;117.36;47.34;472.00;-3.00;1453.00
07-06-19 08.00;07-06-19 10.00;DK1;2751.98;110.65;26.69;710.00;-183.00;1391.00
07-06-19 09.00;07-06-19 11.00;DK1;2725.52;103.79;6.23;667.00;-162.00;1292.00
07-06-19 10.00;07-06-19 12.00;DK1;2583.29;90.13;0.51;666.00;-247.00;1290.00
07-06-19 11.00;07-06-19 13.00;DK1;2295.98;87.36;4.40;656.00;-85.00;1101.00
07-06-19 12.00;07-06-19 14.00;DK1;2392.50;72.48;2.01;663.00;32.00;767.00
07-06-19 13.00;07-06-19 15.00;DK1;2313.15;75.49;0.18;660.00;-53.00;837.00
07-06-19 14.00;07-06-19 16.00;DK1;2352.29;112.30;11.32;384.00;-164.00;1361.00
07-06-19 15.00;07-06-19 17.00;DK1;2426.79;166.34;8.00;18.00;-263.00;1908.00
07-06-19 16.00;07-06-19 18.00;DK1;2401.44;236.65;46.22;43.00;-397.00;1942.00
07-06-19 17.00;07-06-19 19.00;DK1;2274.79;330.53;86.71;-151.00;-396.00;1942.00
07-06-19 18.00;07-06-19 20.00;DK1;2178.70;407.27;92.04;-426.00;-215.00;1940.00
07-06-19 19.00;07-06-19 21.00;DK1;2155.98;296.39;19.47;23.00;-314.00;1908.00
07-06-19 20.00;07-06-19 22.00;DK1;2066.04;364.64;47.41;122.00;-316.00;1343.00
07-06-19 21.00;07-06-19 23.00;DK1;1913.21;465.94;267.50;112.00;-145.00;736.00
07-06-19 22.00;08-06-19 00.00;DK1;1735.10;741.86;336.04;443.00;-359.00;120.00
07-06-19 23.00;08-06-19 01.00;DK1;1693.94;954.28;423.78;700.00;-386.00;-444.00
08-06-19 00.00;08-06-19 02.00;DK1;1671.15;1071.06;414.08;929.00;-372.00;-855.00
08-06-19 01.00;08-06-19 03.00;DK1;1646.94;1171.65;450.14;598.00;-304.00;-701.00
08-06-19 02.00;08-06-19 04.00;DK1;1634.85;1222.73;597.43;585.00;-557.00;-668.00
08-06-19 03.00;08-06-19 05.00;DK1;1664.55;985.05;635.15;977.00;-491.00;-962.00
08-06-19 04.00;08-06-19 06.00;DK1;1732.87;907.62;563.80;621.00;-258.00;-660.00
08-06-19 05.00;08-06-19 07.00;DK1;1874.13;885.39;633.18;428.00;-93.00;-548.00
08-06-19 06.00;08-06-19 08.00;DK1;2064.64;1227.45;661.72;529.00;-1.00;-957.00
08-06-19 07.00;08-06-19 09.00;DK1;2183.50;1528.60;712.56;177.00;-126.00;-862.00
08-06-19 08.00;08-06-19 10.00;DK1;2207.82;1591.82;721.66;610.00;-141.00;-1348.00
08-06-19 09.00;08-06-19 11.00;DK1;2175.31;1748.59;679.48;544.00;-3.00;-1455.00
08-06-19 10.00;08-06-19 12.00;DK1;2170.85;1993.83;755.87;527.00;-233.00;-1497.00
08-06-19 11.00;08-06-19 13.00;DK1;2177.45;2195.97;715.97;896.00;-566.00;-1558.00
08-06-19 12.00;08-06-19 14.00;DK1;2118.86;1969.71;692.43;1394.00;-590.00;-1792.00
08-06-19 13.00;08-06-19 15.00;DK1;2076.85;1929.79;683.17;1213.00;-465.00;-1667.00
08-06-19 14.00;08-06-19 16.00;DK1;2097.39;1891.00;693.76;1123.00;-367.00;-1661.00
08-06-19 15.00;08-06-19 17.00;DK1;2252.55;2077.56;698.04;1076.00;-395.00;-1661.00
08-06-19 16.00;08-06-19 18.00;DK1;2262.33;2346.61;797.97;390.00;-585.00;-1295.00
08-06-19 17.00;08-06-19 19.00;DK1;2162.60;2276.74;801.18;18.00;-584.00;-932.00
08-06-19 18.00;08-06-19 20.00;DK1;2085.07;2265.71;796.54;-438.00;-501.00;-560.00
08-06-19 19.00;08-06-19 21.00;DK1;1934.87;2221.64;801.99;-877.00;-574.00;-106.00
08-06-19 20.00;08-06-19 22.00;DK1;1914.73;2304.78;799.04;-843.00;-588.00;-206.00
08-06-19 21.00;08-06-19 23.00;DK1;1840.24;2452.63;792.11;-784.00;-538.00;-475.00
08-06-19 22.00;09-06-19 00.00;DK1;1754.20;2067.26;698.71;-361.00;-69.00;-924.00
08-06-19 23.00;09-06-19 01.00;DK1;1650.07;2119.03;723.22;-433.00;-48.00;-1042.00
09-06-19 00.00;09-06-19 02.00;DK1;1599.20;2027.97;772.34;-407.00;-31.00;-1083.00
09-06-19 01.00;09-06-19 03.00;DK1;1566.08;1953.82;791.91;-465.00;-29.00;-1077.00
09-06-19 02.00;09-06-19 04.00;DK1;1577.52;2081.99;796.84;-652.00;-23.00;-1015.00
09-06-19 03.00;09-06-19 05.00;DK1;1585.42;2008.31;800.95;-660.00;-31.00;-950.00
09-06-19 04.00;09-06-19 06.00;DK1;1662.90;2175.33;807.46;-976.00;-2.00;-799.00
09-06-19 05.00;09-06-19 07.00;DK1;1763.80;2255.99;795.31;-1011.00;-10.00;-727.00
09-06-19 06.00;09-06-19 08.00;DK1;1931.59;2321.09;793.83;-1200.00;125.00;-669.00
09-06-19 07.00;09-06-19 09.00;DK1;2039.40;2443.05;782.48;-1283.00;197.00;-658.00
09-06-19 08.00;09-06-19 10.00;DK1;2100.72;2484.58;733.25;-909.00;-79.00;-767.00
09-06-19 09.00;09-06-19 11.00;DK1;2110.64;2230.09;652.49;-325.00;-172.00;-930.00
09-06-19 10.00;09-06-19 12.00;DK1;2088.43;2167.33;636.28;-266.00;-8.00;-1124.00
09-06-19 11.00;09-06-19 13.00;DK1;2064.69;2113.98;535.70;-506.00;-221.00;-613.00
09-06-19 12.00;09-06-19 14.00;DK1;2042.18;1927.38;398.75;-358.00;-252.00;-435.00
09-06-19 13.00;09-06-19 15.00;DK1;1994.51;1801.50;206.75;-788.00;-166.00;139.00
09-06-19 14.00;09-06-19 16.00;DK1;2001.47;1583.32;206.06;-1173.00;-60.00;744.00
09-06-19 15.00;09-06-19 17.00;DK1;2140.61;1351.29;306.62;-1298.00;-114.00;1333.00
09-06-19 16.00;09-06-19 18.00;DK1;2152.84;1062.05;286.44;-1447.00;-174.00;1905.00
09-06-19 17.00;09-06-19 19.00;DK1;2036.78;672.01;181.87;-1191.00;-81.00;1939.00
09-06-19 18.00;09-06-19 20.00;DK1;1931.35;379.70;118.28;-948.00;0.00;1939.00
09-06-19 19.00;09-06-19 21.00;DK1;1852.71;244.76;47.24;-797.00;-9.00;1938.00
09-06-19 20.00;09-06-19 22.00;DK1;1776.70;186.64;22.54;-768.00;0.00;1938.00
09-06-19 21.00;09-06-19 23.00;DK1;1708.07;147.73;8.59;-732.00;-23.00;1917.00
09-06-19 22.00;10-06-19 00.00;DK1;1634.59;93.80;1.19;-477.00;5.00;1718.00
09-06-19 23.00;10-06-19 01.00;DK1;1568.28;59.54;4.66;111.00;37.00;1091.00
10-06-19 00.00;10-06-19 02.00;DK1;1541.33;52.83;3.30;227.00;99.00;829.00
10-06-19 01.00;10-06-19 03.00;DK1;1528.35;53.38;1.90;312.00;148.00;774.00
10-06-19 02.00;10-06-19 04.00;DK1;1494.68;57.52;2.88;141.00;175.00;943.00
10-06-19 03.00;10-06-19 05.00;DK1;1508.54;68.84;3.89;14.00;219.00;976.00
10-06-19 04.00;10-06-19 06.00;DK1;1609.87;82.87;10.67;99.00;-8.00;1118.00
10-06-19 05.00;10-06-19 07.00;DK1;1769.83;80.61;29.14;-153.00;-137.00;1565.00
10-06-19 06.00;10-06-19 08.00;DK1;1932.97;74.50;47.36;-598.00;61.00;1837.00
10-06-19 07.00;10-06-19 09.00;DK1;2043.83;100.30;79.58;-71.00;24.00;1313.00
10-06-19 08.00;10-06-19 10.00;DK1;2087.33;134.16;115.09;295.00;42.00;864.00
10-06-19 09.00;10-06-19 11.00;DK1;2094.04;189.06;148.01;300.00;100.00;745.00
10-06-19 10.00;10-06-19 12.00;DK1;2061.42;253.05;176.64;390.00;134.00;406.00
10-06-19 11.00;10-06-19 13.00;DK1;2046.98;354.77;184.01;1239.00;-354.00;-4.00
10-06-19 12.00;10-06-19 14.00;DK1;2020.74;461.01;176.22;685.00;1.00;12.00
10-06-19 13.00;10-06-19 15.00;DK1;1999.02;537.10;176.45;-76.00;144.00;549.00
10-06-19 14.00;10-06-19 16.00;DK1;2042.02;535.66;245.85;-569.00;130.00;993.00
10-06-19 15.00;10-06-19 17.00;DK1;2260.43;606.77;309.80;-1155.00;104.00;1691.00
10-06-19 16.00;10-06-19 18.00;DK1;2245.05;691.91;395.32;-1215.00;-161.00;1880.00
10-06-19 17.00;10-06-19 19.00;DK1;2138.65;712.86;429.84;-1172.00;-290.00;1934.00
10-06-19 18.00;10-06-19 20.00;DK1;2042.78;693.01;514.71;-1247.00;-320.00;1932.00
10-06-19 19.00;10-06-19 21.00;DK1;1947.29;681.60;581.89;-1305.00;-298.00;1819.00
10-06-19 20.00;10-06-19 22.00;DK1;1900.38;813.07;680.95;-1352.00;-125.00;1450.00
10-06-19 21.00;10-06-19 23.00;DK1;1810.85;973.17;689.87;-1272.00;110.00;869.00
10-06-19 22.00;11-06-19 00.00;DK1;1728.80;969.45;591.40;-1174.00;283.00;514.00
10-06-19 23.00;11-06-19 01.00;DK1;1666.95;905.59;576.66;-1168.00;417.00;378.00
11-06-19 00.00;11-06-19 02.00;DK1;1648.59;1031.41;545.03;-1240.00;427.00;422.00
11-06-19 01.00;11-06-19 03.00;DK1;1681.19;1113.72;641.44;-1241.00;396.00;331.00
11-06-19 02.00;11-06-19 04.00;DK1;1716.90;1071.47;687.56;-1320.00;305.00;478.00
11-06-19 03.00;11-06-19 05.00;DK1;1827.87;1085.45;674.77;-1279.00;-224.00;1018.00
11-06-19 04.00;11-06-19 06.00;DK1;2181.02;1062.04;568.75;-1094.00;-335.00;1340.00
11-06-19 05.00;11-06-19 07.00;DK1;2595.41;887.88;514.16;-626.00;-572.00;1901.00
11-06-19 06.00;11-06-19 08.00;DK1;2728.54;844.22;342.27;-412.00;-589.00;1941.00
11-06-19 07.00;11-06-19 09.00;DK1;2747.15;917.05;341.00;-461.00;-577.00;1939.00
11-06-19 08.00;11-06-19 10.00;DK1;2829.82;1228.25;500.85;-500.00;-586.00;1579.00
11-06-19 09.00;11-06-19 11.00;DK1;2834.40;1380.67;486.16;-583.00;-589.00;1536.00
11-06-19 10.00;11-06-19 12.00;DK1;2776.64;1445.53;414.17;-522.00;-589.00;1483.00
11-06-19 11.00;11-06-19 13.00;DK1;2826.54;1319.60;345.99;-443.00;-589.00;1616.00
11-06-19 12.00;11-06-19 14.00;DK1;2777.14;1122.34;358.91;-473.00;-589.00;1801.00
11-06-19 13.00;11-06-19 15.00;DK1;2668.85;1053.76;362.81;-544.00;-589.00;1940.00
11-06-19 14.00;11-06-19 16.00;DK1;2640.19;982.81;326.11;-479.00;-552.00;1941.00
11-06-19 15.00;11-06-19 17.00;DK1;2765.92;837.28;393.24;-319.00;-500.00;1932.00
11-06-19 16.00;11-06-19 18.00;DK1;2659.12;693.77;399.51;-117.00;-584.00;1825.00
11-06-19 17.00;11-06-19 19.00;DK1;2512.36;637.48;441.55;-184.00;-590.00;1833.00
11-06-19 18.00;11-06-19 20.00;DK1;2377.78;551.05;388.24;-190.00;-586.00;1836.00
11-06-19 19.00;11-06-19 21.00;DK1;2248.08;449.76;280.68;-271.00;-513.00;1931.00
11-06-19 20.00;11-06-19 22.00;DK1;2084.25;402.17;255.83;-478.00;-376.00;1939.00
11-06-19 21.00;11-06-19 23.00;DK1;1945.86;316.20;391.20;-595.00;-268.00;1918.00
11-06-19 22.00;12-06-19 00.00;DK1;1852.44;308.10;415.04;-610.00;-28.00;1644.00
11-06-19 23.00;12-06-19 01.00;DK1;1831.41;334.43;386.59;-279.00;-65.00;1411.00
12-06-19 00.00;12-06-19 02.00;DK1;1801.15;298.66;311.61;-322.00;28.00;1331.00
12-06-19 01.00;12-06-19 03.00;DK1;1746.88;347.25;161.65;-431.00;-97.00;1485.00
12-06-19 02.00;12-06-19 04.00;DK1;1790.03;316.52;127.12;-523.00;-116.00;1688.00
12-06-19 03.00;12-06-19 05.00;DK1;1908.83;403.59;156.32;-578.00;-160.00;1842.00
12-06-19 04.00;12-06-19 06.00;DK1;2246.83;435.89;215.35;-387.00;-22.00;1921.00
12-06-19 05.00;12-06-19 07.00;DK1;2622.74;522.78;394.61;-207.00;-13.00;1939.00
12-06-19 06.00;12-06-19 08.00;DK1;2785.49;519.68;431.04;-175.00;-105.00;1939.00
12-06-19 07.00;12-06-19 09.00;DK1;2845.16;545.42;394.60;-258.00;-169.00;1939.00
12-06-19 08.00;12-06-19 10.00;DK1;2884.09;564.19;220.21;-255.00;-74.00;1939.00
12-06-19 09.00;12-06-19 11.00;DK1;2835.55;516.16;125.57;-72.00;-293.00;1937.00
12-06-19 10.00;12-06-19 12.00;DK1;2669.48;635.12;169.02;-703.00;-110.00;1940.00
12-06-19 11.00;12-06-19 13.00;DK1;2716.62;883.44;200.92;-676.00;-252.00;1940.00
12-06-19 12.00;12-06-19 14.00;DK1;2721.64;978.72;261.61;-627.00;-362.00;1937.00
12-06-19 13.00;12-06-19 15.00;DK1;2653.44;828.78;357.45;-382.00;-394.00;1912.00
12-06-19 14.00;12-06-19 16.00;DK1;2663.77;843.79;338.73;-403.00;-590.00;1913.00
12-06-19 15.00;12-06-19 17.00;DK1;2791.76;832.05;384.52;-475.00;-377.00;1941.00
12-06-19 16.00;12-06-19 18.00;DK1;2700.10;696.91;417.75;-284.00;-333.00;1941.00
12-06-19 17.00;12-06-19 19.00;DK1;2569.21;554.47;413.33;-296.00;-308.00;1940.00
12-06-19 18.00;12-06-19 20.00;DK1;2422.35;569.72;463.68;-391.00;-408.00;1940.00
12-06-19 19.00;12-06-19 21.00;DK1;2303.72;530.34;464.77;-509.00;-361.00;1940.00
12-06-19 20.00;12-06-19 22.00;DK1;2187.92;605.05;469.74;-601.00;-376.00;1940.00
12-06-19 21.00;12-06-19 23.00;DK1;2021.39;504.76;516.86;-578.00;-585.00;1902.00
12-06-19 22.00;13-06-19 00.00;DK1;1897.57;657.82;442.92;-367.00;-567.00;1342.00
12-06-19 23.00;13-06-19 01.00;DK1;1789.56;715.59;486.12;-543.00;-276.00;923.00
13-06-19 00.00;13-06-19 02.00;DK1;1826.44;936.70;556.52;-494.00;10.00;400.00
13-06-19 01.00;13-06-19 03.00;DK1;1829.20;926.67;504.74;-501.00;64.00;478.00
13-06-19 02.00;13-06-19 04.00;DK1;1844.82;843.08;421.39;-453.00;-108.00;767.00
13-06-19 03.00;13-06-19 05.00;DK1;1957.23;834.16;233.85;-395.00;-212.00;1136.00
13-06-19 04.00;13-06-19 06.00;DK1;2301.38;668.48;247.78;-385.00;-232.00;1695.00
13-06-19 05.00;13-06-19 07.00;DK1;2629.30;584.80;250.45;-340.00;-200.00;1920.00
13-06-19 06.00;13-06-19 08.00;DK1;2721.11;828.21;198.27;-255.00;-555.00;1893.00
13-06-19 07.00;13-06-19 09.00;DK1;2757.71;716.21;148.72;-214.00;-366.00;1893.00
13-06-19 08.00;13-06-19 10.00;DK1;2758.16;791.45;196.26;24.00;-345.00;1337.00
13-06-19 09.00;13-06-19 11.00;DK1;2764.27;838.91;322.43;469.00;-470.00;745.00
13-06-19 10.00;13-06-19 12.00;DK1;2684.38;1008.68;367.21;555.00;-548.00;240.00
13-06-19 11.00;13-06-19 13.00;DK1;2649.62;1258.76;362.76;625.00;-369.00;-420.00
13-06-19 12.00;13-06-19 14.00;DK1;2697.40;1443.97;281.80;425.00;-574.00;128.00
13-06-19 13.00;13-06-19 15.00;DK1;2624.31;1535.22;272.13;-23.00;-528.00;452.00
13-06-19 14.00;13-06-19 16.00;DK1;2612.61;1409.90;291.88;-366.00;-581.00;1086.00
13-06-19 15.00;13-06-19 17.00;DK1;2677.23;1360.89;272.76;-522.00;-581.00;1359.00
13-06-19 16.00;13-06-19 18.00;DK1;2577.96;921.69;128.93;-158.00;-520.00;1557.00
13-06-19 17.00;13-06-19 19.00;DK1;2404.53;342.60;70.84;-281.00;-194.00;1913.00
13-06-19 18.00;13-06-19 20.00;DK1;2269.74;59.56;65.88;-367.00;101.00;1941.00
13-06-19 19.00;13-06-19 21.00;DK1;2166.74;;;-333.00;-3.00;1941.00
13-06-19 20.00;13-06-19 22.00;DK1;2061.96;122.77;111.63;-316.00;-183.00;1940.00
13-06-19 21.00;13-06-19 23.00;DK1;1966.35;410.77;175.17;-334.00;-442.00;1914.00
13-06-19 22.00;14-06-19 00.00;DK1;1850.60;668.30;166.39;-548.00;-284.00;1523.00
13-06-19 23.00;14-06-19 01.00;DK1;1787.54;782.39;387.94;-641.00;-218.00;1212.00
14-06-19 00.00;14-06-19 02.00;DK1;1822.55;637.18;523.61;-627.00;-95.00;1070.00
14-06-19 01.00;14-06-19 03.00;DK1;1807.63;591.99;440.94;-569.00;-100.00;1122.00
14-06-19 02.00;14-06-19 04.00;DK1;1830.26;536.84;282.41;-465.00;-234.00;1397.00
14-06-19 03.00;14-06-19 05.00;DK1;1913.87;503.39;243.54;-336.00;-166.00;1370.00
14-06-19 04.00;14-06-19 06.00;DK1;2241.81;354.22;277.65;-483.00;-67.00;1902.00
14-06-19 05.00;14-06-19 07.00;DK1;2576.76;301.17;265.14;-143.00;-153.00;1941.00
14-06-19 06.00;14-06-19 08.00;DK1;2704.68;386.62;190.34;-166.00;-267.00;1940.00
14-06-19 07.00;14-06-19 09.00;DK1;2731.14;535.89;143.53;-193.00;-379.00;1940.00
14-06-19 08.00;14-06-19 10.00;DK1;2771.80;537.57;105.38;-127.00;-474.00;1940.00
14-06-19 09.00;14-06-19 11.00;DK1;2745.15;465.44;59.49;-104.00;-364.00;1940.00
14-06-19 10.00;14-06-19 12.00;DK1;2650.38;467.54;105.32;-106.00;-445.00;1847.00
14-06-19 11.00;14-06-19 13.00;DK1;2586.49;513.09;96.29;-166.00;-587.00;1893.00
14-06-19 12.00;14-06-19 14.00;DK1;2468.01;349.02;72.13;148.00;-455.00;1859.00
14-06-19 13.00;14-06-19 15.00;DK1;2388.41;203.19;56.30;-107.00;-128.00;1934.00
14-06-19 14.00;14-06-19 16.00;DK1;2409.96;260.03;16.58;-63.00;-101.00;1940.00
14-06-19 15.00;14-06-19 17.00;DK1;2495.60;227.48;38.03;26.00;-174.00;1940.00
14-06-19 16.00;14-06-19 18.00;DK1;2407.43;257.84;30.15;-148.00;-195.00;1941.00
14-06-19 17.00;14-06-19 19.00;DK1;2221.14;211.05;58.03;-184.00;-248.00;1940.00
14-06-19 18.00;14-06-19 20.00;DK1;2071.58;174.10;40.85;-215.00;-246.00;1941.00
14-06-19 19.00;14-06-19 21.00;DK1;1945.12;195.46;36.54;-289.00;-269.00;1940.00
14-06-19 20.00;14-06-19 22.00;DK1;1854.04;274.35;205.19;-413.00;-228.00;1941.00
14-06-19 21.00;14-06-19 23.00;DK1;1803.56;255.70;189.69;-397.00;-116.00;1902.00
14-06-19 22.00;15-06-19 00.00;DK1;1635.83;300.79;354.37;-494.00;50.00;1370.00
14-06-19 23.00;15-06-19 01.00;DK1;1563.44;213.79;331.61;-455.00;96.00;1169.00
15-06-19 00.00;15-06-19 02.00;DK1;1522.89;174.68;272.67;-415.00;128.00;1122.00
15-06-19 01.00;15-06-19 03.00;DK1;1509.86;169.27;159.07;-212.00;122.00;1027.00
15-06-19 02.00;15-06-19 04.00;DK1;1486.87;253.33;131.34;-298.00;103.00;1047.00
15-06-19 03.00;15-06-19 05.00;DK1;1527.21;394.21;118.07;-383.00;132.00;1020.00
15-06-19 04.00;15-06-19 06.00;DK1;1651.35;503.79;155.77;-403.00;123.00;1018.00
15-06-19 05.00;15-06-19 07.00;DK1;1835.95;426.74;235.74;-287.00;133.00;903.00
15-06-19 06.00;15-06-19 08.00;DK1;2009.85;342.18;244.31;-242.00;2.00;1221.00
15-06-19 07.00;15-06-19 09.00;DK1;2136.99;423.60;199.89;-136.00;-216.00;1343.00
15-06-19 08.00;15-06-19 10.00;DK1;2201.49;607.89;258.73;401.00;-200.00;682.00
15-06-19 09.00;15-06-19 11.00;DK1;2178.38;725.26;432.82;889.00;-398.00;85.00
15-06-19 10.00;15-06-19 12.00;DK1;2126.17;691.81;489.11;684.00;-286.00;49.00
15-06-19 11.00;15-06-19 13.00;DK1;2112.19;815.88;585.23;706.00;-477.00;-56.00
15-06-19 12.00;15-06-19 14.00;DK1;2062.16;937.43;643.57;626.00;-435.00;-255.00
15-06-19 13.00;15-06-19 15.00;DK1;2044.56;1138.74;731.16;-113.00;-522.00;227.00
15-06-19 14.00;15-06-19 16.00;DK1;2105.11;938.31;443.86;363.00;-274.00;18.00
15-06-19 15.00;15-06-19 17.00;DK1;2276.67;843.33;533.79;263.00;-364.00;431.00
15-06-19 16.00;15-06-19 18.00;DK1;2264.29;869.77;507.85;-296.00;-257.00;1082.00
15-06-19 17.00;15-06-19 19.00;DK1;2090.61;849.53;460.69;-441.00;-580.00;1459.00
15-06-19 18.00;15-06-19 20.00;DK1;1970.77;622.08;517.55;-505.00;-577.00;1633.00
15-06-19 19.00;15-06-19 21.00;DK1;1888.32;470.27;604.94;-646.00;-575.00;1605.00
15-06-19 20.00;15-06-19 22.00;DK1;1847.98;411.69;405.32;-423.00;-573.00;1548.00
15-06-19 21.00;15-06-19 23.00;DK1;1725.97;513.34;385.36;-388.00;-547.00;1292.00
15-06-19 22.00;16-06-19 00.00;DK1;1587.44;726.68;279.22;-427.00;-150.00;730.00
15-06-19 23.00;16-06-19 01.00;DK1;1539.27;668.27;217.52;-206.00;102.00;386.00
16-06-19 00.00;16-06-19 02.00;DK1;1498.82;820.00;240.27;-254.00;311.00;81.00
16-06-19 01.00;16-06-19 03.00;DK1;1496.89;790.45;172.19;-191.00;297.00;119.00
16-06-19 02.00;16-06-19 04.00;DK1;1449.99;762.65;120.15;-169.00;324.00;147.00
16-06-19 03.00;16-06-19 05.00;DK1;1450.13;753.24;177.64;-248.00;248.00;312.00
16-06-19 04.00;16-06-19 06.00;DK1;1531.94;584.31;315.78;-183.00;169.00;281.00
16-06-19 05.00;16-06-19 07.00;DK1;1689.58;577.84;418.90;-17.00;78.00;186.00
16-06-19 06.00;16-06-19 08.00;DK1;1852.60;714.92;398.20;250.00;-7.00;-48.00
16-06-19 07.00;16-06-19 09.00;DK1;1965.79;918.48;378.04;429.00;-186.00;-209.00
16-06-19 08.00;16-06-19 10.00;DK1;2024.97;1000.18;217.06;673.00;-369.00;-292.00
16-06-19 09.00;16-06-19 11.00;DK1;2008.64;914.69;195.40;700.00;-265.00;-343.00
16-06-19 10.00;16-06-19 12.00;DK1;1964.68;844.13;130.96;618.00;116.00;-481.00
16-06-19 11.00;16-06-19 13.00;DK1;1956.55;857.78;103.37;591.00;231.00;-488.00
16-06-19 12.00;16-06-19 14.00;DK1;1970.03;893.47;97.11;508.00;406.00;-526.00
16-06-19 13.00;16-06-19 15.00;DK1;1954.35;947.63;109.44;41.00;154.00;24.00
16-06-19 14.00;16-06-19 16.00;DK1;2004.81;979.26;76.41;-13.00;-343.00;619.00
16-06-19 15.00;16-06-19 17.00;DK1;2189.85;894.50;69.90;-159.00;-396.00;1213.00
16-06-19 16.00;16-06-19 18.00;DK1;2218.19;581.00;77.91;-157.00;-372.00;1611.00
16-06-19 17.00;16-06-19 19.00;DK1;2118.30;424.46;71.61;-158.00;-491.00;1934.00
16-06-19 18.00;16-06-19 20.00;DK1;2004.56;361.93;74.69;-277.00;-484.00;1941.00
16-06-19 19.00;16-06-19 21.00;DK1;1899.15;247.97;133.93;-249.00;-441.00;1942.00
16-06-19 20.00;16-06-19 22.00;DK1;1872.40;226.59;120.44;-275.00;-312.00;1940.00
16-06-19 21.00;16-06-19 23.00;DK1;1809.44;229.23;133.82;-436.00;-137.00;1941.00
16-06-19 22.00;17-06-19 00.00;DK1;1745.73;247.62;101.65;-460.00;-143.00;1941.00
16-06-19 23.00;17-06-19 01.00;DK1;1701.01;272.33;94.23;-516.00;-211.00;1940.00
17-06-19 00.00;17-06-19 02.00;DK1;1706.87;291.89;90.18;-602.00;-202.00;1942.00
17-06-19 01.00;17-06-19 03.00;DK1;1722.21;327.10;87.90;-548.00;-258.00;1805.00
17-06-19 02.00;17-06-19 04.00;DK1;1732.61;324.85;64.67;-647.00;-238.00;1864.00
17-06-19 03.00;17-06-19 05.00;DK1;1826.68;318.84;38.34;-578.00;-266.00;1921.00
17-06-19 04.00;17-06-19 06.00;DK1;2150.98;283.94;25.26;-409.00;-43.00;1941.00
17-06-19 05.00;17-06-19 07.00;DK1;2500.17;454.47;83.01;-268.00;-327.00;1945.00
17-06-19 06.00;17-06-19 08.00;DK1;2674.53;728.23;182.01;-201.00;-555.00;1816.00
17-06-19 07.00;17-06-19 09.00;DK1;2715.02;878.91;211.76;-205.00;-590.00;1647.00
17-06-19 08.00;17-06-19 10.00;DK1;2776.42;845.92;226.13;-133.00;-590.00;1494.00
17-06-19 09.00;17-06-19 11.00;DK1;2806.77;943.28;263.02;-193.00;-584.00;1456.00
