HourUTC;HourDK;PriceArea;TotalLoad;OnshoreWindPower;OffshoreWindPower;ExchangeContinent;ExchangeGreatBelt;ExchangeNordicCountries
17-06-19 10.00;17-06-19 12.00;DK1;2882.75;1167.82;297.17;-225.00;-589.00;1293.00
17-06-19 11.00;17-06-19 13.00;DK1;2970.09;1131.86;310.03;-239.00;-590.00;1371.00
17-06-19 12.00;17-06-19 14.00;DK1;2891.12;1078.93;262.77;-240.00;-590.00;1478.00
17-06-19 13.00;17-06-19 15.00;DK1;2736.74;979.41;224.62;-261.00;-590.00;1574.00
17-06-19 14.00;17-06-19 16.00;DK1;2585.61;837.55;101.53;-139.00;-586.00;1659.00
17-06-19 15.00;17-06-19 17.00;DK1;2665.80;649.58;49.53;42.00;-510.00;1764.00
17-06-19 16.00;17-06-19 18.00;DK1;2580.21;518.22;62.80;-112.00;-215.00;1725.00
17-06-19 17.00;17-06-19 19.00;DK1;2442.13;381.56;37.70;-49.00;-197.00;1738.00
17-06-19 18.00;17-06-19 20.00;DK1;2303.31;185.36;45.17;-29.00;-175.00;1791.00
17-06-19 19.00;17-06-19 21.00;DK1;2185.36;115.25;61.70;-67.00;-146.00;1850.00
17-06-19 20.00;17-06-19 22.00;DK1;2092.67;160.13;120.56;-129.00;-193.00;1774.00
17-06-19 21.00;17-06-19 23.00;DK1;1970.15;270.67;145.06;-288.00;-272.00;1785.00
17-06-19 22.00;18-06-19 00.00;DK1;1822.56;480.30;167.40;-286.00;-114.00;1251.00
17-06-19 23.00;18-06-19 01.00;DK1;1745.16;680.88;140.54;-291.00;-3.00;915.00
18-06-19 00.00;18-06-19 02.00;DK1;1704.85;867.93;156.92;-303.00;0.00;709.00
18-06-19 01.00;18-06-19 03.00;DK1;1695.58;931.81;202.39;-319.00;44.00;642.00
18-06-19 02.00;18-06-19 04.00;DK1;1699.00;880.40;283.37;-309.00;-154.00;787.00
18-06-19 03.00;18-06-19 05.00;DK1;1817.50;696.94;354.78;-295.00;-226.00;1008.00
18-06-19 04.00;18-06-19 06.00;DK1;2156.93;549.17;376.63;-310.00;-353.00;1562.00
18-06-19 05.00;18-06-19 07.00;DK1;2496.04;446.95;363.01;-322.00;-368.00;1915.00
18-06-19 06.00;18-06-19 08.00;DK1;2654.31;395.68;387.96;-352.00;-237.00;1940.00
18-06-19 07.00;18-06-19 09.00;DK1;2697.68;333.91;384.66;-305.00;-266.00;1941.00
18-06-19 08.00;18-06-19 10.00;DK1;2774.90;234.15;357.50;-243.00;-318.00;1939.00
18-06-19 09.00;18-06-19 11.00;DK1;2777.03;169.56;276.76;-233.00;-238.00;1939.00
18-06-19 10.00;18-06-19 12.00;DK1;2755.09;193.48;197.27;-230.00;-164.00;1920.00
18-06-19 11.00;18-06-19 13.00;DK1;2789.27;242.09;161.14;-137.00;-273.00;1937.00
18-06-19 12.00;18-06-19 14.00;DK1;2731.18;320.02;148.91;-173.00;-275.00;1939.00
18-06-19 13.00;18-06-19 15.00;DK1;2627.88;366.49;175.65;-220.00;-319.00;1933.00
18-06-19 14.00;18-06-19 16.00;DK1;2563.59;281.04;198.52;-135.00;-337.00;1852.00
18-06-19 15.00;18-06-19 17.00;DK1;2651.45;194.58;145.75;54.00;-198.00;1718.00
18-06-19 16.00;18-06-19 18.00;DK1;2489.06;117.35;73.80;-71.00;-125.00;1598.00
18-06-19 17.00;18-06-19 19.00;DK1;2371.94;77.46;50.51;-199.00;20.00;1601.00
18-06-19 18.00;18-06-19 20.00;DK1;2240.31;42.31;33.93;-269.00;141.00;1605.00
18-06-19 19.00;18-06-19 21.00;DK1;2166.23;62.40;78.45;-343.00;-35.00;1908.00
18-06-19 20.00;18-06-19 22.00;DK1;2076.25;62.72;62.90;-339.00;-38.00;1940.00
18-06-19 21.00;18-06-19 23.00;DK1;1964.29;51.12;52.02;-292.00;-241.00;1940.00
18-06-19 22.00;19-06-19 00.00;DK1;1878.89;37.07;47.33;-320.00;-211.00;1939.00
18-06-19 23.00;19-06-19 01.00;DK1;1804.44;24.54;14.12;-321.00;-154.00;1927.00
19-06-19 00.00;19-06-19 02.00;DK1;1768.98;17.01;0.18;-319.00;-132.00;1939.00
19-06-19 01.00;19-06-19 03.00;DK1;1768.79;23.82;1.26;-311.00;-156.00;1940.00
19-06-19 02.00;19-06-19 04.00;DK1;1772.38;42.30;1.94;-321.00;-167.00;1940.00
19-06-19 03.00;19-06-19 05.00;DK1;1876.10;62.42;13.58;-315.00;-204.00;1940.00
19-06-19 04.00;19-06-19 06.00;DK1;2193.16;90.66;20.86;-227.00;-67.00;1913.00
19-06-19 05.00;19-06-19 07.00;DK1;2464.34;80.25;32.96;194.00;-3.00;1428.00
19-06-19 06.00;19-06-19 08.00;DK1;2684.97;70.84;13.31;477.00;14.00;1397.00
19-06-19 07.00;19-06-19 09.00;DK1;2622.40;79.15;15.01;23.00;156.00;1398.00
19-06-19 08.00;19-06-19 10.00;DK1;2769.51;76.63;32.05;429.00;28.00;1398.00
19-06-19 09.00;19-06-19 11.00;DK1;2777.92;97.57;61.37;389.00;48.00;1395.00
19-06-19 10.00;19-06-19 12.00;DK1;2749.09;198.99;103.57;173.00;-7.00;1362.00
19-06-19 11.00;19-06-19 13.00;DK1;2795.82;356.11;88.16;254.00;-186.00;1370.00
19-06-19 12.00;19-06-19 14.00;DK1;2736.97;511.27;105.73;238.00;-370.00;1395.00
19-06-19 13.00;19-06-19 15.00;DK1;2632.10;645.05;107.40;25.00;-325.00;1397.00
19-06-19 14.00;19-06-19 16.00;DK1;2584.78;772.59;160.52;6.00;-409.00;1398.00
19-06-19 15.00;19-06-19 17.00;DK1;2710.11;1103.55;366.42;104.00;-554.00;1203.00
19-06-19 16.00;19-06-19 18.00;DK1;2647.05;904.93;423.92;289.00;-583.00;1014.00
19-06-19 17.00;19-06-19 19.00;DK1;2496.63;508.25;424.62;71.00;-543.00;1346.00
19-06-19 18.00;19-06-19 20.00;DK1;2353.51;412.18;413.11;-349.00;-536.00;1910.00
19-06-19 19.00;19-06-19 21.00;DK1;2244.64;379.15;400.89;-351.00;-547.00;1940.00
19-06-19 20.00;19-06-19 22.00;DK1;2178.33;334.26;397.43;-377.00;-452.00;1940.00
19-06-19 21.00;19-06-19 23.00;DK1;2028.25;339.81;413.59;-460.00;-330.00;1924.00
19-06-19 22.00;20-06-19 00.00;DK1;1882.54;360.47;409.84;-547.00;-340.00;1694.00
19-06-19 23.00;20-06-19 01.00;DK1;1803.28;291.06;154.70;-275.00;-302.00;1487.00
20-06-19 00.00;20-06-19 02.00;DK1;1744.40;261.78;173.92;-131.00;-272.00;1423.00
20-06-19 01.00;20-06-19 03.00;DK1;1713.32;242.57;210.37;280.00;-78.00;631.00
20-06-19 02.00;20-06-19 04.00;DK1;1713.85;207.29;184.53;526.00;-74.00;299.00
20-06-19 03.00;20-06-19 05.00;DK1;1892.64;141.05;152.40;347.00;-285.00;1172.00
20-06-19 04.00;20-06-19 06.00;DK1;2225.86;79.71;138.51;158.00;-30.00;1435.00
20-06-19 05.00;20-06-19 07.00;DK1;2595.29;77.82;88.74;248.00;-197.00;1908.00
20-06-19 06.00;20-06-19 08.00;DK1;2716.07;104.92;8.64;398.00;-313.00;1941.00
20-06-19 07.00;20-06-19 09.00;DK1;2794.43;114.44;26.74;601.00;-474.00;1940.00
20-06-19 08.00;20-06-19 10.00;DK1;2852.32;120.04;28.20;577.00;-398.00;1940.00
20-06-19 09.00;20-06-19 11.00;DK1;2875.10;247.62;57.62;602.00;-575.00;1915.00
20-06-19 10.00;20-06-19 12.00;DK1;2795.81;408.77;77.94;553.00;-578.00;1749.00
20-06-19 11.00;20-06-19 13.00;DK1;2791.60;644.28;62.88;575.00;-575.00;1525.00
20-06-19 12.00;20-06-19 14.00;DK1;2698.45;874.67;64.84;539.00;-572.00;1212.00
20-06-19 13.00;20-06-19 15.00;DK1;2644.00;879.13;172.81;-37.00;-485.00;1458.00
20-06-19 14.00;20-06-19 16.00;DK1;2619.73;665.26;161.99;-351.00;-243.00;1867.00
20-06-19 15.00;20-06-19 17.00;DK1;2698.61;644.33;197.14;-344.00;-239.00;1941.00
20-06-19 16.00;20-06-19 18.00;DK1;2617.70;782.91;269.22;-389.00;-495.00;1941.00
20-06-19 17.00;20-06-19 19.00;DK1;2453.37;548.31;172.09;-245.00;-514.00;1940.00
20-06-19 18.00;20-06-19 20.00;DK1;2315.11;335.99;161.67;-317.00;-282.00;1940.00
20-06-19 19.00;20-06-19 21.00;DK1;2194.45;204.41;191.32;-359.00;-188.00;1940.00
20-06-19 20.00;20-06-19 22.00;DK1;2091.86;209.79;150.51;-330.00;-242.00;1940.00
20-06-19 21.00;20-06-19 23.00;DK1;2049.12;233.32;128.12;-358.00;-178.00;1940.00
20-06-19 22.00;21-06-19 00.00;DK1;1958.79;251.57;103.75;-293.00;-316.00;1938.00
20-06-19 23.00;21-06-19 01.00;DK1;1922.94;237.48;66.00;-294.00;-294.00;1897.00
21-06-19 00.00;21-06-19 02.00;DK1;1876.54;225.06;106.65;-328.00;-254.00;1900.00
21-06-19 01.00;21-06-19 03.00;DK1;1869.16;226.15;108.18;-372.00;-265.00;1937.00
21-06-19 02.00;21-06-19 04.00;DK1;1842.10;212.83;96.90;-302.00;-310.00;1940.00
21-06-19 03.00;21-06-19 05.00;DK1;1919.31;196.55;73.10;-246.00;-275.00;1941.00
21-06-19 04.00;21-06-19 06.00;DK1;2213.52;169.72;132.38;-308.00;-173.00;1941.00
21-06-19 05.00;21-06-19 07.00;DK1;2535.74;130.11;90.22;-65.00;-237.00;1941.00
21-06-19 06.00;21-06-19 08.00;DK1;2692.26;196.63;90.84;22.00;-279.00;1941.00
21-06-19 07.00;21-06-19 09.00;DK1;2715.17;258.57;76.96;-147.00;-273.00;1941.00
21-06-19 08.00;21-06-19 10.00;DK1;2784.89;307.59;57.69;-79.00;-166.00;1940.00
21-06-19 09.00;21-06-19 11.00;DK1;2772.24;369.07;36.99;-166.00;-87.00;1941.00
21-06-19 10.00;21-06-19 12.00;DK1;2698.41;543.40;43.96;-299.00;-305.00;1941.00
21-06-19 11.00;21-06-19 13.00;DK1;2665.84;630.19;160.57;-361.00;-492.00;1941.00
21-06-19 12.00;21-06-19 14.00;DK1;2536.72;767.33;257.50;-561.00;-573.00;1936.00
21-06-19 13.00;21-06-19 15.00;DK1;2438.46;940.34;195.62;-659.00;-590.00;1826.00
21-06-19 14.00;21-06-19 16.00;DK1;2390.57;1127.51;129.28;-567.00;-590.00;1508.00
21-06-19 15.00;21-06-19 17.00;DK1;2451.62;1139.97;302.06;-665.00;-590.00;1697.00
21-06-19 16.00;21-06-19 18.00;DK1;2386.09;1083.83;228.36;-624.00;-590.00;1565.00
21-06-19 17.00;21-06-19 19.00;DK1;2227.67;906.09;351.22;-650.00;-590.00;1690.00
21-06-19 18.00;21-06-19 20.00;DK1;2122.97;656.00;405.65;-562.00;-563.00;1873.00
21-06-19 19.00;21-06-19 21.00;DK1;2028.40;508.80;376.03;-466.00;-553.00;1894.00
21-06-19 20.00;21-06-19 22.00;DK1;1941.00;469.16;387.19;-499.00;-423.00;1810.00
21-06-19 21.00;21-06-19 23.00;DK1;1930.25;478.28;366.15;-518.00;-325.00;1614.00
21-06-19 22.00;22-06-19 00.00;DK1;1797.36;482.15;384.36;-592.00;-188.00;1446.00
21-06-19 23.00;22-06-19 01.00;DK1;1720.66;454.71;303.68;-567.00;-99.00;1344.00
22-06-19 00.00;22-06-19 02.00;DK1;1670.17;503.98;294.76;-358.00;-101.00;956.00
22-06-19 01.00;22-06-19 03.00;DK1;1659.28;467.92;271.62;-357.00;-82.00;964.00
22-06-19 02.00;22-06-19 04.00;DK1;1589.15;505.97;247.04;-339.00;-111.00;886.00
22-06-19 03.00;22-06-19 05.00;DK1;1555.59;477.41;199.14;-276.00;-92.00;755.00
22-06-19 04.00;22-06-19 06.00;DK1;1660.10;376.26;191.91;-367.00;-150.00;1318.00
22-06-19 05.00;22-06-19 07.00;DK1;1847.19;295.95;194.83;-570.00;-221.00;1859.00
22-06-19 06.00;22-06-19 08.00;DK1;2038.34;331.17;168.43;-470.00;-254.00;1862.00
22-06-19 07.00;22-06-19 09.00;DK1;2147.31;289.49;99.99;-396.00;-296.00;1846.00
22-06-19 08.00;22-06-19 10.00;DK1;2161.96;360.89;89.57;-285.00;-289.00;1470.00
22-06-19 09.00;22-06-19 11.00;DK1;2138.94;309.77;44.45;35.00;-291.00;1221.00
22-06-19 10.00;22-06-19 12.00;DK1;2092.47;255.25;17.70;-60.00;-277.00;1369.00
22-06-19 11.00;22-06-19 13.00;DK1;2039.17;244.25;4.61;43.00;52.00;991.00
22-06-19 12.00;22-06-19 14.00;DK1;1998.00;247.14;1.54;91.00;-11.00;970.00
22-06-19 13.00;22-06-19 15.00;DK1;1982.72;241.09;0.85;34.00;-152.00;1115.00
22-06-19 14.00;22-06-19 16.00;DK1;1998.32;241.04;0.59;-274.00;-294.00;1565.00
22-06-19 15.00;22-06-19 17.00;DK1;2106.97;220.21;0.30;-294.00;-363.00;1822.00
22-06-19 16.00;22-06-19 18.00;DK1;2107.20;204.30;8.48;-317.00;-223.00;1863.00
22-06-19 17.00;22-06-19 19.00;DK1;2033.56;140.68;18.24;-332.00;-133.00;1936.00
22-06-19 18.00;22-06-19 20.00;DK1;1931.85;135.55;29.17;-355.00;-304.00;1941.00
22-06-19 19.00;22-06-19 21.00;DK1;1848.21;148.99;32.16;-340.00;-271.00;1877.00
22-06-19 20.00;22-06-19 22.00;DK1;1810.21;175.77;43.43;-319.00;-305.00;1839.00
22-06-19 21.00;22-06-19 23.00;DK1;1803.56;184.89;60.21;-145.00;-140.00;1361.00
22-06-19 22.00;23-06-19 00.00;DK1;1700.64;195.31;68.32;35.00;68.00;914.00
22-06-19 23.00;23-06-19 01.00;DK1;1634.46;210.14;78.47;291.00;154.00;504.00
23-06-19 00.00;23-06-19 02.00;DK1;1557.28;174.36;82.33;530.00;-134.00;334.00
23-06-19 01.00;23-06-19 03.00;DK1;1522.56;186.77;50.94;521.00;145.00;127.00
23-06-19 02.00;23-06-19 04.00;DK1;1446.36;196.23;16.94;544.00;240.00;11.00
23-06-19 03.00;23-06-19 05.00;DK1;1440.42;181.82;17.45;568.00;422.00;-195.00
23-06-19 04.00;23-06-19 06.00;DK1;1525.36;123.79;30.50;698.00;590.00;-488.00
23-06-19 05.00;23-06-19 07.00;DK1;1648.41;59.26;41.31;769.00;590.00;-509.00
23-06-19 06.00;23-06-19 08.00;DK1;1885.89;47.30;42.95;671.00;585.00;-41.00
23-06-19 07.00;23-06-19 09.00;DK1;1998.91;81.12;37.24;574.00;581.00;45.00
23-06-19 08.00;23-06-19 10.00;DK1;2048.71;70.41;16.54;621.00;339.00;169.00
23-06-19 09.00;23-06-19 11.00;DK1;2047.45;49.67;17.57;596.00;150.00;394.00
23-06-19 10.00;23-06-19 12.00;DK1;2033.55;54.63;11.27;577.00;183.00;386.00
23-06-19 11.00;23-06-19 13.00;DK1;2022.41;79.79;3.06;607.00;311.00;200.00
23-06-19 12.00;23-06-19 14.00;DK1;1994.73;110.78;1.71;608.00;280.00;242.00
23-06-19 13.00;23-06-19 15.00;DK1;1993.84;134.05;9.39;624.00;338.00;155.00
23-06-19 14.00;23-06-19 16.00;DK1;2036.00;161.54;38.72;601.00;335.00;174.00
23-06-19 15.00;23-06-19 17.00;DK1;2143.23;159.59;96.19;507.00;226.00;523.00
23-06-19 16.00;23-06-19 18.00;DK1;2101.45;191.65;61.39;513.00;90.00;751.00
23-06-19 17.00;23-06-19 19.00;DK1;2003.56;221.67;31.18;249.00;11.00;1077.00
23-06-19 18.00;23-06-19 20.00;DK1;1960.92;216.42;25.25;-279.00;13.00;1586.00
23-06-19 19.00;23-06-19 21.00;DK1;1924.94;247.95;79.36;-163.00;150.00;1283.00
23-06-19 20.00;23-06-19 22.00;DK1;1936.22;331.64;175.87;-48.00;12.00;1152.00
23-06-19 21.00;23-06-19 23.00;DK1;1931.66;370.24;162.22;305.00;14.00;636.00
23-06-19 22.00;24-06-19 00.00;DK1;1851.45;418.69;140.73;358.00;198.00;271.00
23-06-19 23.00;24-06-19 01.00;DK1;1784.05;486.22;169.07;94.00;151.00;441.00
24-06-19 00.00;24-06-19 02.00;DK1;1762.54;523.84;174.38;-19.00;277.00;335.00
24-06-19 01.00;24-06-19 03.00;DK1;1770.67;581.71;205.24;-12.00;189.00;368.00
24-06-19 02.00;24-06-19 04.00;DK1;1738.92;654.33;248.70;-17.00;-218.00;680.00
24-06-19 03.00;24-06-19 05.00;DK1;1824.37;660.80;303.86;-74.00;-277.00;805.00
24-06-19 04.00;24-06-19 06.00;DK1;2189.55;634.59;303.39;-305.00;-65.00;1160.00
24-06-19 05.00;24-06-19 07.00;DK1;2556.74;510.90;307.80;-341.00;-119.00;1703.00
24-06-19 06.00;24-06-19 08.00;DK1;2700.74;557.55;293.71;-279.00;-246.00;1548.00
24-06-19 07.00;24-06-19 09.00;DK1;2750.43;664.80;270.10;-294.00;-237.00;1447.00
24-06-19 08.00;24-06-19 10.00;DK1;2843.12;729.51;224.12;110.00;-249.00;948.00
24-06-19 09.00;24-06-19 11.00;DK1;2865.57;625.63;264.81;263.00;-250.00;795.00
24-06-19 10.00;24-06-19 12.00;DK1;2781.26;471.99;247.56;338.00;-250.00;749.00
24-06-19 11.00;24-06-19 13.00;DK1;2761.11;425.92;279.82;240.00;-155.00;658.00
24-06-19 12.00;24-06-19 14.00;DK1;2716.71;579.92;281.44;210.00;-177.00;571.00
24-06-19 13.00;24-06-19 15.00;DK1;2618.99;583.16;293.48;245.00;-215.00;433.00
24-06-19 14.00;24-06-19 16.00;DK1;2607.15;584.16;305.05;99.00;-250.00;715.00
24-06-19 15.00;24-06-19 17.00;DK1;2705.67;651.00;306.32;-264.00;-250.00;1251.00
24-06-19 16.00;24-06-19 18.00;DK1;2647.00;659.03;332.99;-317.00;-250.00;1334.00
24-06-19 17.00;24-06-19 19.00;DK1;2533.82;676.26;350.62;-343.00;-250.00;1283.00
24-06-19 18.00;24-06-19 20.00;DK1;2397.74;624.27;346.87;-275.00;-256.00;1099.00
24-06-19 19.00;24-06-19 21.00;DK1;2297.16;608.19;373.05;-193.00;-249.00;990.00
24-06-19 20.00;24-06-19 22.00;DK1;2209.92;845.57;394.70;-294.00;-242.00;935.00
24-06-19 21.00;24-06-19 23.00;DK1;2166.69;1076.65;485.59;-298.00;-160.00;396.00
24-06-19 22.00;25-06-19 00.00;DK1;2038.16;1061.31;611.51;-199.00;-220.00;37.00
24-06-19 23.00;25-06-19 01.00;DK1;1984.03;1120.33;647.07;-216.00;118.00;-437.00
25-06-19 00.00;25-06-19 02.00;DK1;1969.69;1136.45;610.19;-150.00;138.00;-579.00
25-06-19 01.00;25-06-19 03.00;DK1;1979.65;1156.61;560.33;-286.00;200.00;-432.00
25-06-19 02.00;25-06-19 04.00;DK1;1935.54;1095.92;556.06;-300.00;65.00;-201.00
25-06-19 03.00;25-06-19 05.00;DK1;1995.49;1020.14;513.35;-284.00;-221.00;217.00
25-06-19 04.00;25-06-19 06.00;DK1;2315.03;920.82;484.78;-281.00;-249.00;715.00
25-06-19 05.00;25-06-19 07.00;DK1;2671.75;659.57;420.25;-289.00;-245.00;1225.00
25-06-19 06.00;25-06-19 08.00;DK1;2835.57;483.19;325.57;-310.00;-251.00;1638.00
25-06-19 07.00;25-06-19 09.00;DK1;2846.08;376.25;296.12;-320.00;-250.00;1755.00
25-06-19 08.00;25-06-19 10.00;DK1;2914.35;302.52;307.37;-303.00;-250.00;1834.00
25-06-19 09.00;25-06-19 11.00;DK1;2917.49;268.41;268.37;-160.00;-250.00;1726.00
25-06-19 10.00;25-06-19 12.00;DK1;2859.77;276.48;219.82;156.00;-250.00;1433.00
25-06-19 11.00;25-06-19 13.00;DK1;2877.40;342.91;178.41;293.00;-250.00;1239.00
25-06-19 12.00;25-06-19 14.00;DK1;2824.65;399.50;148.02;209.00;-250.00;1320.00
25-06-19 13.00;25-06-19 15.00;DK1;2736.94;342.73;132.56;-16.00;-250.00;1597.00
25-06-19 14.00;25-06-19 16.00;DK1;2699.04;252.07;102.10;-226.00;-250.00;1924.00
25-06-19 15.00;25-06-19 17.00;DK1;2750.52;162.20;63.28;-183.00;-171.00;1938.00
25-06-19 16.00;25-06-19 18.00;DK1;2681.42;108.27;88.61;-326.00;-233.00;1949.00
25-06-19 17.00;25-06-19 19.00;DK1;2574.09;98.79;200.16;-373.00;-267.00;1938.00
25-06-19 18.00;25-06-19 20.00;DK1;2457.26;107.27;309.69;-416.00;-481.00;1938.00
25-06-19 19.00;25-06-19 21.00;DK1;2379.55;106.08;298.22;-249.00;-517.00;1938.00
25-06-19 20.00;25-06-19 22.00;DK1;2288.23;142.56;224.92;-285.00;-355.00;1938.00
25-06-19 21.00;25-06-19 23.00;DK1;2221.74;195.34;131.01;-279.00;-214.00;1895.00
25-06-19 22.00;26-06-19 00.00;DK1;2092.22;218.67;96.68;-234.00;79.00;1564.00
25-06-19 23.00;26-06-19 01.00;DK1;2024.97;184.42;73.36;-205.00;112.00;1527.00
26-06-19 00.00;26-06-19 02.00;DK1;1982.25;136.79;73.16;-265.00;106.00;1663.00
26-06-19 01.00;26-06-19 03.00;DK1;1983.59;109.88;151.81;-179.00;53.00;1530.00
26-06-19 02.00;26-06-19 04.00;DK1;1950.34;106.40;172.63;-171.00;-64.00;1502.00
26-06-19 03.00;26-06-19 05.00;DK1;2037.60;115.07;148.44;-35.00;-145.00;1540.00
26-06-19 04.00;26-06-19 06.00;DK1;2353.94;188.10;140.17;-152.00;-241.00;1909.00
26-06-19 05.00;26-06-19 07.00;DK1;2692.74;221.44;152.41;-36.00;-249.00;1938.00
26-06-19 06.00;26-06-19 08.00;DK1;2845.02;384.82;187.53;-133.00;-212.00;1924.00
26-06-19 07.00;26-06-19 09.00;DK1;2919.12;622.98;253.38;-162.00;-230.00;1669.00
26-06-19 08.00;26-06-19 10.00;DK1;3005.12;768.74;274.38;-247.00;-249.00;1608.00
26-06-19 09.00;26-06-19 11.00;DK1;2958.84;844.20;336.93;-173.00;-250.00;1339.00
26-06-19 10.00;26-06-19 12.00;DK1;2911.43;891.68;351.05;-83.00;-250.00;1067.00
26-06-19 11.00;26-06-19 13.00;DK1;2929.83;980.01;485.24;230.00;-250.00;682.00
26-06-19 12.00;26-06-19 14.00;DK1;2898.68;1134.60;532.50;439.00;-250.00;195.00
26-06-19 13.00;26-06-19 15.00;DK1;2779.61;1430.17;605.59;265.00;-250.00;-4.00
26-06-19 14.00;26-06-19 16.00;DK1;2714.46;1779.57;732.47;-55.00;-250.00;-104.00
26-06-19 15.00;26-06-19 17.00;DK1;2813.21;1788.53;707.98;-41.00;-250.00;-31.00
26-06-19 16.00;26-06-19 18.00;DK1;2730.40;1886.32;675.78;-45.00;-250.00;-38.00
26-06-19 17.00;26-06-19 19.00;DK1;2591.59;1868.97;723.89;22.00;-250.00;-319.00
26-06-19 18.00;26-06-19 20.00;DK1;2480.10;1860.86;782.09;-114.00;-240.00;-230.00
26-06-19 19.00;26-06-19 21.00;DK1;2369.14;1839.49;782.13;2.00;-224.00;-549.00
26-06-19 20.00;26-06-19 22.00;DK1;2313.33;1890.84;785.39;-46.00;-110.00;-774.00
26-06-19 21.00;26-06-19 23.00;DK1;2087.61;1761.91;786.38;-30.00;-85.00;-1009.00
26-06-19 22.00;27-06-19 00.00;DK1;1701.17;1794.72;789.31;-178.00;-96.00;-1290.00
26-06-19 23.00;27-06-19 01.00;DK1;1633.12;1865.25;784.97;-330.00;-97.00;-1177.00
27-06-19 00.00;27-06-19 02.00;DK1;1593.39;1922.00;788.81;-344.00;-97.00;-1243.00
27-06-19 01.00;27-06-19 03.00;DK1;1635.65;1903.22;787.82;-320.00;-136.00;-1217.00
27-06-19 02.00;27-06-19 04.00;DK1;1570.82;1857.54;782.33;-339.00;-130.00;-1140.00
27-06-19 03.00;27-06-19 05.00;DK1;1612.67;1758.84;779.58;-339.00;-212.00;-899.00
27-06-19 04.00;27-06-19 06.00;DK1;1953.76;1705.13;781.96;-331.00;-229.00;-476.00
27-06-19 05.00;27-06-19 07.00;DK1;2295.98;1633.47;775.85;-320.00;-251.00;-76.00
27-06-19 06.00;27-06-19 08.00;DK1;2461.15;1578.92;773.97;-316.00;-257.00;135.00
27-06-19 07.00;27-06-19 09.00;DK1;2678.28;1613.54;774.80;-294.00;-251.00;192.00
27-06-19 08.00;27-06-19 10.00;DK1;2920.30;1639.64;770.54;-224.00;-250.00;248.00
27-06-19 09.00;27-06-19 11.00;DK1;2873.43;1589.78;770.53;-194.00;-250.00;165.00
27-06-19 10.00;27-06-19 12.00;DK1;2796.90;1392.94;626.14;37.00;-250.00;111.00
27-06-19 11.00;27-06-19 13.00;DK1;2834.71;1322.91;525.81;124.00;-250.00;217.00
27-06-19 12.00;27-06-19 14.00;DK1;2764.58;1295.02;642.31;11.00;-248.00;191.00
27-06-19 13.00;27-06-19 15.00;DK1;2681.47;1131.97;615.05;-88.00;-248.00;381.00
27-06-19 14.00;27-06-19 16.00;DK1;2651.19;978.21;397.24;-78.00;-250.00;554.00
27-06-19 15.00;27-06-19 17.00;DK1;2728.92;940.54;381.05;-159.00;-294.00;955.00
27-06-19 16.00;27-06-19 18.00;DK1;2671.74;946.65;451.37;-237.00;-590.00;1352.00
27-06-19 17.00;27-06-19 19.00;DK1;2549.75;862.76;460.53;-275.00;-590.00;1415.00
27-06-19 18.00;27-06-19 20.00;DK1;2452.96;783.87;381.66;-296.00;-588.00;1594.00
27-06-19 19.00;27-06-19 21.00;DK1;2332.75;584.58;323.27;-199.00;-589.00;1568.00
27-06-19 20.00;27-06-19 22.00;DK1;2238.78;519.23;353.11;-278.00;-572.00;1690.00
27-06-19 21.00;27-06-19 23.00;DK1;2180.40;583.91;304.61;-252.00;-349.00;1283.00
27-06-19 22.00;28-06-19 00.00;DK1;2046.93;593.69;297.11;-215.00;-218.00;1087.00
27-06-19 23.00;28-06-19 01.00;DK1;1972.79;554.29;258.00;-231.00;-53.00;852.00
28-06-19 00.00;28-06-19 02.00;DK1;1927.07;465.63;239.46;-226.00;-2.00;891.00
28-06-19 01.00;28-06-19 03.00;DK1;1920.65;456.67;210.06;-249.00;-54.00;1078.00
28-06-19 02.00;28-06-19 04.00;DK1;1891.65;401.38;205.79;-251.00;-172.00;1224.00
28-06-19 03.00;28-06-19 05.00;DK1;1956.40;379.07;240.82;-247.00;-319.00;1519.00
28-06-19 04.00;28-06-19 06.00;DK1;2266.99;318.75;241.95;-220.00;-550.00;1879.00
28-06-19 05.00;28-06-19 07.00;DK1;2583.73;296.30;182.15;-58.00;-548.00;1939.00
28-06-19 06.00;28-06-19 08.00;DK1;2707.66;236.82;141.50;-213.00;-277.00;1941.00
28-06-19 07.00;28-06-19 09.00;DK1;2711.98;184.93;100.51;-385.00;-58.00;1941.00
28-06-19 08.00;28-06-19 10.00;DK1;2838.20;212.01;81.41;-43.00;-323.00;1941.00
28-06-19 09.00;28-06-19 11.00;DK1;2800.20;197.87;70.82;38.00;-279.00;1941.00
28-06-19 10.00;28-06-19 12.00;DK1;2703.03;203.52;68.65;144.00;-567.00;1931.00
28-06-19 11.00;28-06-19 13.00;DK1;2644.35;281.51;78.12;10.00;-590.00;1879.00
28-06-19 12.00;28-06-19 14.00;DK1;2534.19;308.28;93.43;-77.00;-590.00;1872.00
28-06-19 13.00;28-06-19 15.00;DK1;2441.87;317.70;89.75;-137.00;-590.00;1860.00
28-06-19 14.00;28-06-19 16.00;DK1;2420.42;362.22;69.94;-140.00;-590.00;1752.00
28-06-19 15.00;28-06-19 17.00;DK1;2486.72;441.93;69.92;-122.00;-590.00;1929.00
